id,short_name,long_name,shape_id,route_id1,proof_of_payment,ft_mode,vehicle_name,,route_id
15,MK003,3 NQANNE_SEACBD NB,110015,1003,0,local_bus,local_bus1,,1_1003
16,MK003,3 NQANNE_SEACBD NB,110016,1003,0,local_bus,local_bus1,,1_1003
146,MK036,36 BEACON HL-SCBD SB,110146,1036,0,local_bus,local_bus1,,1_1036
148,MK036,36 BEACON HL-SCBD SB,110148,1036,0,local_bus,local_bus1,,1_1036
152,MK039,39 RAINR BCH-SCBD NB,110152,1039,0,local_bus,local_bus1,,1_1039
154,MK039,39 RAINR BCH-SCBD N*,110154,1039,0,local_bus,local_bus1,,1_1039
198,MK054,54 WHTCR-JCT-SCBD N*,110198,1054,0,local_bus,local_bus1,,1_1054
200,MK054,54 WHTCR-JCT-SCBD N*,110200,1054,0,premium_bus,premium_bus1,,1_1054
201,MK054,54 WHTCR-JCT-SCBD N*,110201,1054,0,local_bus,local_bus1,,1_1054
38,MK007,7 RNR BCH-SCBD EX NB,110038,1007,0,local_bus,local_bus1,,1_1007
41,MK007,7 RAIN BCH-SEACBD SB,110041,1007,0,premium_bus,premium_bus1,,1_1007
43,MK007,7 RN BC(HND)-JKSN SB,110043,1007,0,local_bus,local_bus1,,1_1007
45,MK008,8 SEACTR-CAP-RANR NB,110045,1008,0,local_bus,local_bus1,,1_1008
356,MK161,161 Lk Merid-Kent E*,110356,1161,0,local_bus,local_bus1,,1_1161
353,MK157,157 Lake Meridian P*,110353,1157,0,local_bus,local_bus1,,1_1157
579,ST599,599 LAKEWD-TAC EX**,110579,6599,0,premium_bus,premium_bus1,,1_6599
580,ST599,599 LAKEWD-TAC EX**,110580,6599,0,premium_bus,premium_bus1,,1_6599
734,ST593,593 Tacoma-Seattle *,110734,6593,0,premium_bus,premium_bus1,,1_6593
738,ST590,590 Tacoma-Seattle,110738,6590,0,premium_bus,premium_bus1,,1_6590
277,MK107,107 RNTN-RANR BCH NB,110277,1107,0,local_bus,local_bus1,,1_1107
280,MK110,110 N RNTN-SW RNT SB,110280,1110,0,local_bus,local_bus1,,1_1110
57,MK012,12 CAP HILL-SCBD SB,110057,1012,0,local_bus,local_bus1,,1_1012
58,MK012,12 CAP HILL-SCBD SB,110058,1012,0,local_bus,local_bus1,,1_1012
299,MK121,121 HILNE CC-SCBD N*,110299,1121,0,local_bus,local_bus1,,1_1121
312,MK125,125 WHTE CTR-SCBD SB,110312,1125,0,local_bus,local_bus1,,1_1125
391,MK196,196 S FDWY PR-SEA N*,110391,1196,0,local_bus,local_bus1,,1_1196
99,MK021,21 ARBOR HTS-SCBD SB,110099,1021,0,premium_bus,premium_bus1,,1_1021
12,MK003,3 Sea cbd-Madrona NB,110012,1003,0,local_bus,local_bus1,,1_1003
13,MK003,3 N Q ANNE-SEACBD NB,110013,1003,0,local_bus,local_bus1,,1_1003
140,MK034,34 RNR BC-SCBD EX N*,110140,1034,0,premium_bus,premium_bus1,,1_1034
153,MK039,39 RAINR BCH-SCBD SB,110153,1039,0,local_bus,local_bus1,,1_1039
583,MK600,600 SCBD-GR HLT RVR*,110583,1600,0,premium_bus,premium_bus1,,1_1600
44,MK007,7 RN BC(HND)-JKSN SB,110044,1007,0,local_bus,local_bus1,,1_1007
588,MK888,888 Egate P&R to In*,110588,1888,0,local_bus,local_bus1,,1_1888
592,MK892,892 MI-MIHS**,110592,1892,0,local_bus,local_bus1,,1_1892
618,MK927,927 SAMMISH-ISSQH SB,110618,1927,0,local_bus,local_bus1,,1_1927
619,MK927,927 SAMMISH-ISSQH NB,110619,1927,0,local_bus,local_bus1,,1_1927
620,MK927,927 SAMMISH-ISSQH S*,110620,1927,0,local_bus,local_bus1,,1_1927
621,MK927,927 SAMMISH-ISSQH S*,110621,1927,0,local_bus,local_bus1,,1_1927
330,MK140,140 BUR-SEATC-RNT EB,110330,1140,0,local_bus,local_bus1,,1_1140
331,MK140,140 BUR-SEATC-RNT WB,110331,1140,0,local_bus,local_bus1,,1_1140
332,MK140,140 BUR-SEATC-RNT E*,110332,1140,0,local_bus,local_bus1,,1_1140
333,MK140,140 BUR-SEATC-RNT E*,110333,1140,0,local_bus,local_bus1,,1_1140
359,MK164,164 GR RV CC-KENT NB,110359,1164,0,local_bus,local_bus1,,1_1164
725,PT061,61 Northeast Tacoma,110725,2061,0,premium_bus,premium_bus1,,1_2061
726,PT061,61 Northeast Tacoma,110726,2061,0,premium_bus,premium_bus1,,1_2061
727,PT601,601 OL-512-TCC-GH,110727,2601,0,premium_bus,premium_bus1,,1_2601
729,ST599,599 Lakewood-Tacoma*,110729,6599,0,premium_bus,premium_bus1,,1_6599
730,ST599,599 Tacoma-Lakwood,110730,6599,0,premium_bus,premium_bus1,,1_6599
759,PT053,53 Manitou WB,110759,2053,0,local_bus,local_bus1,,1_2053
773,PT048,48 SHERIDAN-M ST,110773,2048,0,local_bus,local_bus1,,1_2048
774,PT048,48 SHERIDAN-M ST SB,110774,2048,0,local_bus,local_bus1,,1_2048
824,PT204,204 Lakewood-Parkla*,110824,2204,0,local_bus,local_bus1,,1_2204
830,PT016,16 UPS-TCC,110830,2016,0,local_bus,local_bus1,,1_2016
831,PT016,16 UPS-TCC,110831,2016,0,local_bus,local_bus1,,1_2016
838,PT102,102 GIG HR-TAC EX,110838,2102,0,premium_bus,premium_bus1,,1_2102
844,PT001,1 6TH AV-TCDM-PAC,110844,2001,0,local_bus,local_bus1,,1_2001
845,PT001,1 6TH AV-PACIF AV,110845,2001,0,local_bus,local_bus1,,1_2001
846,PT001,1 6TH AV-TCDM-PAC,110846,2001,0,local_bus,local_bus1,,1_2001
898,PT603,603 OLY-SR512-TAC,110898,2603,0,premium_bus,premium_bus1,,1_2603
899,PT603,603 OLY-SR512-TAC,110899,2603,0,premium_bus,premium_bus1,,1_2603
646,CT701,701Swift-Everett-Au*,110646,3701,0,premium_bus,premium_bus1,,1_3701
717,CT110,110 LYNWD TC-EDMD EB,110717,3110,0,local_bus,local_bus1,,1_3110
711,CT115,115 EDMDS-MILL CK EB,110711,3115,0,local_bus,local_bus1,,1_3115
709,CT116,116 EDM-ECC-SL FR EB,110709,3116,0,local_bus,local_bus1,,1_3116
698,CT131,131 EDM CC-AUR VL NB,110698,3131,0,local_bus,local_bus1,,1_3131
21,MK004,4 SEACBD-JUDKN PK SB,110021,1004,0,local_bus,local_bus1,,1_1004
22,MK004,4 E Q AN-JUDKN PK NB,110022,1004,0,local_bus,local_bus1,,1_1004
85,MK017,17 LH-BAL-SCBD EX SB,110085,1017,0,local_bus,local_bus1,,1_1017
108,MK024,24 MGNOLA VL-SCBD NB,110108,1024,0,local_bus,local_bus1,,1_1024
109,MK024,24 MGNOLA VL-SCBD NB,110109,1024,0,local_bus,local_bus1,,1_1024
137,MK033,33 MAGNLIA-SEACBD SB,110137,1033,0,local_bus,local_bus1,,1_1033
141,MK035,35 HARBOR IS-SCBD S*,110141,1035,0,local_bus,local_bus1,,1_1035
377,MK180,180 Se Auburn-KentS*,110377,1180,0,local_bus,local_bus1,,1_1180
379,MK180,180 Se Auburn-KentS*,110379,1180,0,local_bus,local_bus1,,1_1180
990,KT081,81 ANNAPOLIS CMTR SB,110990,4081,0,local_bus,local_bus1,,1_4081
984,KT009,19 SouthPark,110984,4009,0,local_bus,local_bus1,,1_4009
720,CT105,Bothell-MarinerP&R,110720,3105,0,local_bus,local_bus1,,1_3105
718,CT106,Bothell-MarinerP&R,110718,3106,0,local_bus,local_bus1,,1_3106
719,CT106,106 MarinerP&R-Both*,110719,3106,0,local_bus,local_bus1,,1_3106
639,CT870,870 EDMONDS-UW SB,110639,3870,0,premium_bus,premium_bus1,,1_3870
640,CT860,860 MARINER PR-UW SB,110640,3860,0,premium_bus,premium_bus1,,1_3860
641,CT855,855 LYNWOOD TC-UW SB,110641,3855,0,premium_bus,premium_bus1,,1_3855
653,ST511,511AshWayP&R-Seattl*,110653,6511,0,premium_bus,premium_bus1,,1_6511
654,ST511,511AshWayP&R-Seattl*,110654,6511,0,premium_bus,premium_bus1,,1_6511
655,ST510,510 EVERTT-SEACBD NB,110655,6510,0,premium_bus,premium_bus1,,1_6510
664,CT417,417 MKLTEO-SEACBD S*,110664,3417,0,premium_bus,premium_bus1,,1_3417
672,CT408,408 MTLK TER-SCBD S*,110672,3408,0,premium_bus,premium_bus1,,1_3408
674,CT402,402 Lynwood-Seattle ,110674,3402,0,premium_bus,premium_bus1,,1_3402
675,CT401,401 Lynwood-Seattle*,110675,3401,0,premium_bus,premium_bus1,,1_3401
302,MK122,122 HILNE CC-SCBD N*,110302,1122,0,local_bus,local_bus1,,1_1122
301,MK122,122 HILNE CC-SCBD N*,110301,1122,0,local_bus,local_bus1,,1_1122
678,CT280,GraniteFalls-Everet*,110678,3280,0,local_bus,local_bus1,,1_3280
370,MK174,174 FDWY-STAC-SEA SB,110370,1174,0,local_bus,local_bus1,,1_1174
384,MK183,183 FEDRL WY-KENT NB,110384,1183,0,local_bus,local_bus1,,1_1183
385,MK183,183 FEDRL WY-KENT SB,110385,1183,0,local_bus,local_bus1,,1_1183
386,MK187,187 TWIN LK-FEDWY WB,110386,1187,0,local_bus,local_bus1,,1_1187
387,MK187,187 TWIN LK-FEDWY EB,110387,1187,0,local_bus,local_bus1,,1_1187
801,PT402,402 MERIDIAN SB,110801,2402,0,local_bus,local_bus1,,1_2402
51,MK010,10 CAP HL-SCBD-JK NB,110051,1010,0,local_bus,local_bus1,,1_1010
144,MK036,36 RAINR BCH-SCBD SB,110144,1036,0,local_bus,local_bus1,,1_1036
689,CT221,Marysville-LakeStev*,110689,3221,0,local_bus,local_bus1,,1_3221
540,MK372,MK372b,110540,1372,0,premium_bus,premium_bus1,,1_1372
701,CT121,121 LYN TC-UW BTH NB,110701,3121,0,local_bus,local_bus1,,1_3121
702,CT121,121 Bothell-Lynwood*,110702,3121,0,local_bus,local_bus1,,1_3121
703,CT120,120 Bothell-Lynwood*,110703,3120,0,local_bus,local_bus1,,1_3120
461,MK243,243 JC PK-LKC-BEL E*,110461,1243,0,local_bus,local_bus1,,1_1243
112,MK025,25 LAURELHURST-UW NB,110112,1025,0,local_bus,local_bus1,,1_1025
502,MK272,272 EGT-CRSRDS-UW WB,110502,1272,0,local_bus,local_bus1,,1_1272
539,MK372,372 WDNVL-BTHL-UW SB,110539,1372,0,premium_bus,premium_bus1,,1_1372
163,MK043,43 UW-CAP HL-SCBD SB,110163,1043,0,local_bus,local_bus1,,1_1043
164,MK043,43 UW-CAP HL-SCBD S*,110164,1043,0,local_bus,local_bus1,,1_1043
223,MK066,66 NGATE-UW-SCBD SB*,110223,1066,0,premium_bus,premium_bus1,,1_1066
234,MK070,70 UW-SEATTLE CBD SB,110234,1070,0,local_bus,local_bus1,,1_1070
235,MK070,70 UW-SEATTLE CBD NB,110235,1070,0,local_bus,local_bus1,,1_1070
236,MK070,70 UW-SEATTLE CBD S*,110236,1070,0,local_bus,local_bus1,,1_1070
255,MK075,75 BALLRD-NGAT-UW E*,110255,1075,0,local_bus,local_bus1,,1_1075
629,MK982,982 Bear Creek P&R *,110629,1982,0,premium_bus,premium_bus1,,1_1982
630,MK986,986 Houghton P&R to*,110630,1986,0,premium_bus,premium_bus1,,1_1986
189,MK049,49 UW-BRDWAY-SCBD S*,110189,1049,0,local_bus,local_bus1,,1_1049
380,MK181,181 FEDWAY-AUBURN EB,110380,1181,0,local_bus,local_bus1,,1_1181
381,MK181,181 FEDWAY-AUBURN WB,110381,1181,0,local_bus,local_bus1,,1_1181
606,MK917,917 AUBR-ALGN-PAC SB,110606,1917,0,local_bus,local_bus1,,1_1917
607,MK917,917 AUBR-ALGN-PAC NB,110607,1917,0,local_bus,local_bus1,,1_1917
821,PT206,206 Pacific Hwy-Til*,110821,2206,0,local_bus,local_bus1,,1_2206
263,MK101,101 RENTN TC-SCBD NB,110263,1101,0,local_bus,local_bus1,,1_1101
271,MK106,106 RNTN-SKY-SCBD NB,110271,1106,0,local_bus,local_bus1,,1_1106
272,MK106,106 RNTN-SKY-SCBD SB,110272,1106,0,local_bus,local_bus1,,1_1106
273,MK106,106 RNTN-SKY-SCBD N*,110273,1106,0,local_bus,local_bus1,,1_1106
274,MK106,106 RNTN-SKY-SCBD N*,110274,1106,0,local_bus,local_bus1,,1_1106
67,MK014,14 SUMMIT-MT BAKR SB,110067,1014,0,local_bus,local_bus1,,1_1014
69,MK014,14 SEACBD-MT BAKR SB,110069,1014,0,local_bus,local_bus1,,1_1014
339,MK150,150 AUB-KENT-SCBD NB,110339,1150,0,local_bus,local_bus1,,1_1150
340,MK150,150 KENT TC-SCBD NB,110340,1150,0,local_bus,local_bus1,,1_1150
422,MK216,216 SAMMSH-SEACBD W*,110422,1216,0,local_bus,local_bus1,,1_1216
423,MK217,217 N IS-EGT-SCBD E*,110423,1217,0,local_bus,local_bus1,,1_1217
432,MK225,225 OVLK-EGT-SCBD WB,110432,1225,0,local_bus,local_bus1,,1_1225
433,MK225,225 OVLK-EGT-SCBD W*,110433,1225,0,local_bus,local_bus1,,1_1225
507,MK301,301 SHORLINE-SCBD SB,110507,1301,0,premium_bus,premium_bus1,,1_1301
508,MK301,301 SHORLINE-SCBD NB,110508,1301,0,premium_bus,premium_bus1,,1_1301
509,MK301,301 RICH BCH-SCBD S*,110509,1301,0,premium_bus,premium_bus1,,1_1301
511,MK303,303 AUR VL-1ST HL S*,110511,1303,0,premium_bus,premium_bus1,,1_1303
519,MK316,316 MERIDIAN-SCBD S*,110519,1316,0,local_bus,local_bus1,,1_1316
535,MK355,355 SHRLN CC-SCBD S*,110535,1355,0,premium_bus,premium_bus1,,1_1355
536,MK355,355 SHRLN CC-SCBD S*,110536,1355,0,premium_bus,premium_bus1,,1_1355
155,MK041,41 LKCTY-NGT-SCBD SB,110155,1041,0,local_bus,local_bus1,,1_1041
545,ST522,ST522c,110545,6522,0,premium_bus,premium_bus1,,1_6522
558,ST550,550 BELLVU-SEACBD E*,110558,6550,0,premium_bus,premium_bus1,,1_6550
559,ST550,550 BELLVU-SEACBD E*,110559,6550,0,premium_bus,premium_bus1,,1_6550
237,MK071,71 WDG-I5-SCBD EX SB,110237,1071,0,premium_bus,premium_bus1,,1_1071
242,MK072,72 LKC-I5-SCBD EX NB,110242,1072,0,premium_bus,premium_bus1,,1_1072
245,MK073,73 CWPK-I5-SEA EX SB,110245,1073,0,local_bus,local_bus1,,1_1073
246,MK073,73 JCPK-I5-SEA EX S*,110246,1073,0,premium_bus,premium_bus1,,1_1073
258,MK079,79 LKCITY-SCBD EX SB,110258,1079,0,premium_bus,premium_bus1,,1_1079
631,MK987,987 Lakeside to Rai*,110631,1987,0,premium_bus,premium_bus1,,1_1987
424,MK218,218 ISS HLND-SCBD W*,110424,1218,0,local_bus,local_bus1,,1_1218
268,MK102,102 Fairwood to Sea*,110268,1102,0,local_bus,local_bus1,,1_1102
659,CT435,435 MaysPond-Seattle,110659,3435,0,premium_bus,premium_bus1,,1_3435
673,CT406,406 SEAVIEW-SCBD SB*,110673,3406,0,premium_bus,premium_bus1,,1_3406
740,ST590,590 Seattle-Tacoma *,110740,6590,0,premium_bus,premium_bus1,,1_6590
157,MK041,41 LKCTY-NGT-SCBD NB,110157,1041,0,local_bus,local_bus1,,1_1041
248,MK073,73 JCPK-I5-SEA EX S*,110248,1073,0,premium_bus,premium_bus1,,1_1073
510,MK301,301 RICH BCH-SCBD S*,110510,1301,0,local_bus,local_bus1,,1_1301
543,ST522,ST522a,110543,6522,0,premium_bus,premium_bus1,,1_6522
375,MK177,177 FEDWY TC-SCBD N*,110375,1177,0,local_bus,local_bus1,,1_1177
677,CT280,GraniteFalls-Everet*,110677,3280,0,local_bus,local_bus1,,1_3280
744,ST578,578 Seattle-Puyallu*,110744,6578,0,premium_bus,premium_bus1,,1_6578
660,CT425,LakeStevens-Seattle,110660,3425,0,premium_bus,premium_bus1,,1_3425
690,CT221,221 QL CDA-LK STV SB,110690,3221,0,local_bus,local_bus1,,1_3221
890,RLLR,LightRail SeaTac-Sea,110890,6011,0,light_rail,light_rail1,,1_6011
269,MK105,105 RNT-RNT HGLND EB,110269,1105,0,local_bus,local_bus1,,1_1105
270,MK105,105 RNT-RNT HGLND WB,110270,1105,0,local_bus,local_bus1,,1_1105
334,MK143,143 BL DI-RNT-SEA NB,110334,1143,0,premium_bus,premium_bus1,,1_1143
337,MK149,149 BLK DIA-RENTN NB,110337,1149,0,local_bus,local_bus1,,1_1149
338,MK149,149 BLK DIA-RENTN SB,110338,1149,0,local_bus,local_bus1,,1_1149
600,MK909,909 KENNYDL-RENTN NB,110600,1909,0,local_bus,local_bus1,,1_1909
662,CT422,422 STAN-MVL-SCBD S*,110662,3422,0,premium_bus,premium_bus1,,1_3422
281,MK110,110 N RNTN-SW RNT NB,110281,1110,0,local_bus,local_bus1,,1_1110
457,MK240,240 BEL-NEWC-RENT NB,110457,1240,0,local_bus,local_bus1,,1_1240
568,ST560,560 BEL-STAC-WSEA E*,110568,6560,0,premium_bus,premium_bus1,,1_6560
569,ST560,560 BEL-STAC-WSEA E*,110569,6560,0,premium_bus,premium_bus1,,1_6560
571,ST566,566 ISSAQ-NGATE EX**,110571,6566,0,premium_bus,premium_bus1,,1_6566
572,ST566,566 ISSAQ-NGATE EX**,110572,6566,0,premium_bus,premium_bus1,,1_6566
515,MK311,311 DUV-WDNV-SCBD WB,110515,1311,0,local_bus,local_bus1,,1_1311
516,MK311,311 WOODNVIL-SCBD WB,110516,1311,0,local_bus,local_bus1,,1_1311
648,ST535,535 BELV-LYNNWOOD SB,110648,6535,0,premium_bus,premium_bus1,,1_6535
326,MK134,134 BURIEN-SEACBD NB,110326,1134,0,local_bus,local_bus1,,1_1134
211,MK060,60 WTCR-GTWN-BDWY NB,110211,1060,0,local_bus,local_bus1,,1_1060
133,MK030,30 Sand Point to U *,110133,1030,0,local_bus,local_bus1,,1_1030
624,MK935,935 KENMR-KINGSGT SB,110624,1935,0,local_bus,local_bus1,,1_1935
447,MK234,234 KENMR-KRK-BEL SB,110447,1234,0,local_bus,local_bus1,,1_1234
448,MK234,234 KENMR-KRK-BEL NB,110448,1234,0,local_bus,local_bus1,,1_1234
449,MK234,234 KENMR-KRK-BEL S*,110449,1234,0,local_bus,local_bus1,,1_1234
450,MK236,236 WOOD-KNGT-KRK SB,110450,1236,0,local_bus,local_bus1,,1_1236
546,ST540,540 REDMOND-UW WB,110546,6540,0,premium_bus,premium_bus1,,1_6540
547,ST540,540 REDMOND-UW EB,110547,6540,0,premium_bus,premium_bus1,,1_6540
548,ST540,540 KIRKLND TC-UW WB,110548,6540,0,premium_bus,premium_bus1,,1_6540
789,PT409,409 Puyallup-Sumner,110789,2409,0,local_bus,local_bus1,,1_2409
439,MK230,230 KNGSG-BTC-RED S*,110439,1230,0,local_bus,local_bus1,,1_1230
440,MK230,230 KNGSG-BTC-RED S*,110440,1230,0,local_bus,local_bus1,,1_1230
503,MK277,277 JUANITA-UW WB**,110503,1277,0,local_bus,local_bus1,,1_1277
504,MK291,291 KNGSGTE-REDMD SB,110504,1291,0,local_bus,local_bus1,,1_1291
505,MK291,291 KNGSGTE-REDMD NB,110505,1291,0,local_bus,local_bus1,,1_1291
437,MK230,230 KNGSG-BTC-RED NB,110437,1230,0,local_bus,local_bus1,,1_1230
438,MK230,230 KIRKLN-BEL TC NB,110438,1230,0,local_bus,local_bus1,,1_1230
454,MK238,MK238a,110454,1238,0,local_bus,local_bus1,,1_1238
526,MK342,342 SHRL-BELV-RNT S*,110526,1342,0,local_bus,local_bus1,,1_1342
429,MK221,221 Ed Hill-Xroads *,110429,1221,0,local_bus,local_bus1,,1_1221
467,MK247,247 OVRLK-RNT-KNT S*,110467,1247,0,local_bus,local_bus1,,1_1247
65,MK013,13 SPU-SEA CBD NB,110065,1013,0,local_bus,local_bus1,,1_1013
732,ST594,594 Lakewood-Seattle,110732,6594,0,premium_bus,premium_bus1,,1_6594
733,ST594,594 Seattle-Lakewood,110733,6594,0,premium_bus,premium_bus1,,1_6594
427,MK219,219 FACT-NEWCS CW NB,110427,1219,0,local_bus,local_bus1,,1_1219
191,MK051,51 ADM-JCT CIRCLE NB,110191,1051,0,local_bus,local_bus1,,1_1051
601,MK913,913DART Kent Statio*,110601,1913,0,local_bus,local_bus1,,1_1913
610,MK918,918 KENT-NO KENT SB,110610,1918,0,local_bus,local_bus1,,1_1918
490,MK260,260 JUANTA-SEACBD WB,110490,1260,0,local_bus,local_bus1,,1_1260
498,MK271,271 ISSQH-BELV-UW WB,110498,1271,0,local_bus,local_bus1,,1_1271
500,MK271,271 ISSQH-BELV-UW EB,110500,1271,0,local_bus,local_bus1,,1_1271
501,MK271,271 EGATE-BELV-UW EB,110501,1271,0,local_bus,local_bus1,,1_1271
349,MK156,156 Scnter-S Tac-De*,110349,1156,0,local_bus,local_bus1,,1_1156
351,MK156,156 Scnter-S Tac-De*,110351,1156,0,local_bus,local_bus1,,1_1156
352,MK156,156 Scnter-S Tac-De*,110352,1156,0,local_bus,local_bus1,,1_1156
749,PT056,56 56TH ST,110749,2056,0,local_bus,local_bus1,,1_2056
750,PT056,56 56TH ST,110750,2056,0,local_bus,local_bus1,,1_2056
751,PT055,55 Tacoma Mall-Park*,110751,2055,0,local_bus,local_bus1,,1_2055
752,PT055,55 Tacoma Mall-Park*,110752,2055,0,local_bus,local_bus1,,1_2055
754,PT054,54 38TH ST,110754,2054,0,local_bus,local_bus1,,1_2054
792,PT408,408 Sumner to Bonne*,110792,2408,0,local_bus,local_bus1,,1_2408
811,PT220,220 ORCHARD,110811,2220,0,local_bus,local_bus1,,1_2220
812,PT220,220 ORCHARD,110812,2220,0,local_bus,local_bus1,,1_2220
819,PT207,207 Ft Lewis,110819,2207,0,local_bus,local_bus1,,1_2207
820,PT207,207 Ft Lewis LOOP,110820,2207,0,local_bus,local_bus1,,1_2207
441,MK230,230 KNGSG-BTC-RED S*,110441,1230,0,local_bus,local_bus1,,1_1230
288,MK118,118 TAHLQ-VSH HTS NB,110288,1118,0,local_bus,local_bus1,,1_1118
852,WFEDK,WSF EDMNDS-KNGSTN EB,110852,5001,0,ferry,ferry1,,1_5001
853,WFEDK,WSF EDMNDS-KNGSTN WB,110853,5001,0,ferry,ferry1,,1_5001
866,WFFAV,WSF FAUNTLR-VASHN WB,110866,5002,0,ferry,ferry1,,1_5002
287,MK118,118 TAHQ-VASH-SEA NB,110287,1118,0,local_bus,local_bus1,,1_1118
290,MK118,118 TAHLQ-VSH HTS SB,110290,1118,0,local_bus,local_bus1,,1_1118
779,PT042,42 MCKINLEY AVE,110779,2042,0,local_bus,local_bus1,,1_2042
780,PT042,42 MCKINLEY AVE,110780,2042,0,local_bus,local_bus1,,1_2042
993,KT008,8 TREMONT SB,110993,4008,0,local_bus,local_bus1,,1_4008
867,WFVSW,WSF VASHN-STHWRTH EB,110867,5008,0,ferry,ferry1,,1_5008
868,WFVSW,WSF VASHN-STHWRTH WB,110868,5008,0,ferry,ferry1,,1_5008
766,PT500,500 Federal Way,110766,2500,0,local_bus,local_bus1,,1_2500
781,PT413,413 Wildwood,110781,2413,0,local_bus,local_bus1,,1_2413
782,PT413,413 Wildwood,110782,2413,0,local_bus,local_bus1,,1_2413
802,PT300,300 SO TACOMA WAY,110802,2300,0,local_bus,local_bus1,,1_2300
807,PT003,3 LAKEWOOD-TACOMA SB,110807,2003,0,local_bus,local_bus1,,1_2003
837,PT011,11 POINT DEFIANCE,110837,2011,0,local_bus,local_bus1,,1_2011
849,PT003,3 LAKEWOOD-TACOMA,110849,2003,0,local_bus,local_bus1,,1_2003
771,PT490,490 South Hill-Taco*,110771,2490,0,premium_bus,premium_bus1,,1_2490
944,KT025,25 EAST PARK,110944,4025,0,local_bus,local_bus1,,1_4025
91,MK018,18 LYL HT-SCBD EX SB,110091,1018,0,local_bus,local_bus1,,1_1018
93,MK018,18 LOYAL HTS-SCBD NB,110093,1018,0,local_bus,local_bus1,,1_1018
95,MK019,19 W MAGNOLIA-CBD S*,110095,1019,0,local_bus,local_bus1,,1_1019
96,MK019,19 W MAGNOLIA-CBD S*,110096,1019,0,local_bus,local_bus1,,1_1019
443,MK232,232 N REDMND-BELV SB,110443,1232,0,local_bus,local_bus1,,1_1232
445,MK233,233 AVNDL-OVLK-BL SB,110445,1233,0,local_bus,local_bus1,,1_1233
446,MK233,233 AVNDL-OVLK-BL NB,110446,1233,0,local_bus,local_bus1,,1_1233
106,MK024,24 MGNOLA VL-SCBD SB,110106,1024,0,local_bus,local_bus1,,1_1024
473,MK249,249 BEL-OVRLK-RDM S*,110473,1249,0,local_bus,local_bus1,,1_1249
111,MK025,25 LRLHST-UW-SCBD NB,110111,1025,0,local_bus,local_bus1,,1_1025
478,MK251,251 UW BTH-RD-KRK S*,110478,1251,0,local_bus,local_bus1,,1_1251
482,MK253,253 RED-OVRLK-BEL S*,110482,1253,0,local_bus,local_bus1,,1_1253
125,MK028,28 BROADVW-SEACBD NB,110125,1028,0,local_bus,local_bus1,,1_1028
127,MK028,28 BROADVW-SEACBD SB,110127,1028,0,premium_bus,premium_bus1,,1_1028
128,MK028,28 BROADVW-SEACBD NB,110128,1028,0,local_bus,local_bus1,,1_1028
135,MK031,31 UW-FRMNT-MAGNL WB,110135,1031,0,local_bus,local_bus1,,1_1031
138,MK033,33 MAGNLIA-SEACBD NB,110138,1033,0,local_bus,local_bus1,,1_1033
523,MK331,331 KENMOR-SHR CC WB,110523,1331,0,local_bus,local_bus1,,1_1331
527,MK345,345 SHRL CC-NGATE SB,110527,1345,0,local_bus,local_bus1,,1_1345
532,MK347,347 MTLK TER-NGTE NB,110532,1347,0,local_bus,local_bus1,,1_1347
533,MK348,348 RICH BCH-NGTE SB,110533,1348,0,local_bus,local_bus1,,1_1348
542,MK373,373 AURVL-15TH-UW SB,110542,1373,0,premium_bus,premium_bus1,,1_1373
170,MK044,44 BLLRD-UW-MNTLK EB,110170,1044,0,local_bus,local_bus1,,1_1044
172,MK044,44 BLLRD-UW-MNTLK E*,110172,1044,0,local_bus,local_bus1,,1_1044
173,MK044,44 BLLRD-UW-MNTLK E*,110173,1044,0,local_bus,local_bus1,,1_1044
176,MK046,46 SHLSHL-BALLARD WB,110176,1046,0,local_bus,local_bus1,,1_1046
178,MK048,48 CLM CTY-CWN PK NB,110178,1048,0,premium_bus,premium_bus1,,1_1048
225,MK067,67 NORTHGTE TC-UW NB,110225,1067,0,local_bus,local_bus1,,1_1067
229,MK068,68 MAPLE LEAF-UW SB,110229,1068,0,local_bus,local_bus1,,1_1068
232,MK068,68 NORTHGATE-UW SB**,110232,1068,0,local_bus,local_bus1,,1_1068
632,MK988,988 LAKESIDE SCHL-3*,110632,1988,0,premium_bus,premium_bus1,,1_1988
679,CT275,275 MONR-EVT STN WB,110679,3275,0,premium_bus,premium_bus1,,1_3275
687,CT222,222 TulalipBay-Mary*,110687,3222,0,local_bus,local_bus1,,1_3222
691,CT202,202 ARLNGTN-EV ST SB,110691,3202,0,premium_bus,premium_bus1,,1_3202
692,CT202,SmokeyPoint-Lynwood*,110692,3202,0,premium_bus,premium_bus1,,1_3202
888,RLCRL,COMMTR RL EV-SEA SB,110888,6003,0,commuter_rail,commuter_rail1,,1_6003
444,MK232,232 REDMOND-BELVU NB,110444,1232,0,local_bus,local_bus1,,1_1232
105,MK024,24 MAGNOLIA-SCBD SB,110105,1024,0,local_bus,local_bus1,,1_1024
107,MK024,24 MAGNOLIA-SCBD NB,110107,1024,0,local_bus,local_bus1,,1_1024
465,MK245,245 KRK-OVRLK-FCT S*,110465,1245,0,local_bus,local_bus1,,1_1245
110,MK025,25 LRLHST-UW-SCBD SB,110110,1025,0,local_bus,local_bus1,,1_1025
